PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,FamilySize,Alone
102,0,3,0,1,0,0,7,0,2,1,1
103,0,1,0,1,0,1,77,1,2,2,0
104,0,3,0,2,0,0,8,0,2,1,1
105,0,3,0,2,2,0,7,0,2,3,0
106,0,3,0,1,0,0,7,0,2,1,1
107,1,3,1,1,0,0,7,0,2,1,1
108,1,3,0,1,0,0,7,0,2,1,1
109,0,3,0,2,0,0,7,0,2,1,1
110,1,3,1,1,1,0,24,0,1,2,0
111,0,1,0,2,0,0,52,1,2,1,1
112,0,3,1,0,1,0,14,0,0,2,0
113,0,3,0,1,0,0,8,0,2,1,1
114,0,3,1,1,1,0,9,0,2,2,0
115,0,3,1,1,0,0,14,0,0,1,1
116,0,3,0,1,0,0,7,0,2,1,1
117,0,3,0,4,0,0,7,0,1,1,1
118,0,2,0,1,1,0,21,0,2,2,0
119,0,1,0,1,0,1,247,1,0,2,0
120,0,3,1,0,4,2,31,0,2,7,0
121,0,2,0,1,2,0,73,0,2,3,0
122,0,3,0,1,0,0,8,0,2,1,1
123,0,2,0,2,1,0,30,0,0,2,0
124,1,2,1,2,0,0,13,1,2,1,1
125,0,1,0,3,0,1,77,1,2,2,0
126,1,3,0,0,1,0,11,0,0,2,0
127,0,3,0,1,0,0,7,0,1,1,1
128,1,3,0,1,0,0,7,0,2,1,1
129,1,3,1,1,1,1,22,1,0,3,0
130,0,3,0,2,0,0,6,0,2,1,1
131,0,3,0,2,0,0,7,0,0,1,1
132,0,3,0,1,0,0,7,0,2,1,1
133,0,3,1,2,1,0,14,0,2,2,0
134,1,2,1,1,1,0,26,0,2,2,0
135,0,2,0,1,0,0,13,0,2,1,1
136,0,2,0,1,0,0,15,0,0,1,1
137,1,1,1,1,0,2,26,1,2,3,0
138,0,1,0,2,1,0,53,1,2,2,0
139,0,3,0,1,0,0,9,0,2,1,1
140,0,1,0,1,0,0,79,1,0,1,1
141,0,3,1,1,0,2,15,0,0,3,0
142,1,3,1,1,0,0,7,0,2,1,1
143,1,3,1,1,1,0,15,0,2,2,0
144,0,3,0,1,0,0,6,0,1,1,1
145,0,2,0,1,0,0,11,0,2,1,1
146,0,2,0,1,1,1,36,0,2,3,0
147,1,3,0,1,0,0,7,0,2,1,1
148,0,3,1,0,2,2,34,0,2,5,0
149,0,2,0,2,0,2,26,1,2,3,0
150,0,2,0,2,0,0,13,0,2,1,1
151,0,2,0,3,0,0,12,0,2,1,1
152,1,1,1,1,1,0,66,1,2,2,0
153,0,3,0,3,0,0,8,0,2,1,1
154,0,3,0,2,0,2,14,0,2,3,0
155,0,3,0,1,0,0,7,0,2,1,1
156,0,1,0,3,0,1,61,0,0,2,0
157,1,3,1,1,0,0,7,0,1,1,1
158,0,3,0,1,0,0,8,0,2,1,1
159,0,3,0,1,0,0,8,0,2,1,1
160,0,3,0,1,8,2,69,0,2,11,0
161,0,3,0,2,0,1,16,0,2,2,0
162,1,2,1,2,0,0,15,0,2,1,1
163,0,3,0,1,0,0,7,0,2,1,1
164,0,3,0,1,0,0,8,0,2,1,1
165,0,3,0,0,4,1,39,0,2,6,0
166,1,3,0,0,0,2,20,0,2,3,0
167,1,1,1,1,0,1,55,1,2,2,0
168,0,3,1,2,1,4,27,0,2,6,0
169,0,1,0,1,0,0,25,0,2,1,1
170,0,3,0,1,0,0,56,0,2,1,1
171,0,1,0,3,0,0,33,1,2,1,1
172,0,3,0,0,4,1,29,0,1,6,0
173,1,3,1,0,1,1,11,0,2,3,0
174,0,3,0,1,0,0,7,0,2,1,1
175,0,1,0,3,0,0,30,1,0,1,1
176,0,3,0,1,1,1,7,0,2,3,0
177,0,3,0,1,3,1,25,0,2,5,0
178,0,1,1,3,0,0,28,1,0,1,1
179,0,2,0,1,0,0,13,0,2,1,1
180,0,3,0,2,0,0,0,0,2,1,1
181,0,3,1,1,8,2,69,0,2,11,0
182,0,2,0,1,0,0,15,0,0,1,1
183,0,3,0,0,4,2,31,0,2,7,0
184,1,2,0,0,2,1,39,1,2,4,0
185,1,3,1,0,0,2,22,0,2,3,0
186,0,1,0,1,0,0,50,1,2,1,1
187,1,3,1,1,1,0,15,0,1,2,0
188,1,1,0,2,0,0,26,0,2,1,1
189,0,3,0,2,1,1,15,0,1,3,0
190,0,3,0,2,0,0,7,0,2,1,1
191,1,2,1,2,0,0,13,0,2,1,1
192,0,2,0,1,0,0,13,0,2,1,1
193,1,3,1,1,1,0,7,0,2,2,0
194,1,2,0,0,1,1,26,1,2,3,0
195,1,1,1,2,0,0,27,1,0,1,1
196,1,1,1,3,0,0,146,1,0,1,1
197,0,3,0,1,0,0,7,0,1,1,1
198,0,3,0,2,0,1,8,0,2,2,0
199,1,3,1,1,0,0,7,0,1,1,1
200,0,2,1,1,0,0,13,0,2,1,1
201,0,3,0,1,0,0,9,0,2,1,1
202,0,3,0,1,8,2,69,0,2,11,0
203,0,3,0,2,0,0,6,0,2,1,1
204,0,3,0,2,0,0,7,0,0,1,1
205,1,3,0,1,0,0,8,0,2,1,1
206,0,3,1,0,0,1,10,1,2,2,0
207,0,3,0,2,1,0,15,0,2,2,0
208,1,3,0,1,0,0,18,0,0,1,1
209,1,3,1,1,0,0,7,0,1,1,1
210,1,1,0,2,0,0,31,1,0,1,1
211,0,3,0,1,0,0,7,0,2,1,1
212,1,2,1,2,0,0,21,0,2,1,1
213,0,3,0,1,0,0,7,0,2,1,1
214,0,2,0,1,0,0,13,0,2,1,1
215,0,3,0,1,1,0,7,0,1,2,0
216,1,1,1,1,1,0,113,1,0,2,0
217,1,3,1,1,0,0,7,0,2,1,1
218,0,2,0,2,1,0,27,0,2,2,0
219,1,1,1,2,0,0,76,1,0,1,1
220,0,2,0,1,0,0,10,0,2,1,1
221,1,3,0,1,0,0,8,0,2,1,1
222,0,2,0,1,0,0,13,0,2,1,1
223,0,3,0,3,0,0,8,0,2,1,1
224,0,3,0,1,0,0,7,0,2,1,1
225,1,1,0,2,1,0,90,1,2,2,0
226,0,3,0,1,0,0,9,0,2,1,1
227,1,2,0,1,0,0,10,0,2,1,1
228,0,3,0,1,0,0,7,0,2,1,1
229,0,2,0,1,0,0,13,0,2,1,1
230,0,3,1,1,3,1,25,0,2,5,0
231,1,1,1,2,1,0,83,1,2,2,0
232,0,3,0,1,0,0,7,0,2,1,1
233,0,2,0,3,0,0,13,0,2,1,1
234,1,3,1,0,4,2,31,0,2,7,0
235,0,2,0,1,0,0,10,0,2,1,1
236,0,3,1,1,0,0,7,0,2,1,1
237,0,2,0,2,1,0,26,0,2,2,0
238,1,2,1,0,0,2,26,0,2,3,0
239,0,2,0,1,0,0,10,0,2,1,1
240,0,2,0,2,0,0,12,0,2,1,1
241,0,3,1,1,1,0,14,0,0,2,0
242,1,3,1,1,1,0,15,0,1,2,0
243,0,2,0,1,0,0,10,0,2,1,1
244,0,3,0,1,0,0,7,0,2,1,1
245,0,3,0,1,0,0,7,0,0,1,1
246,0,1,0,2,2,0,90,1,1,3,0
247,0,3,1,1,0,0,7,0,2,1,1
248,1,2,1,1,0,2,14,0,2,3,0
249,1,1,0,2,1,1,52,1,2,3,0
250,0,2,0,3,1,0,26,0,2,2,0
251,0,3,0,1,0,0,7,0,2,1,1
252,0,3,1,1,1,1,10,1,2,3,0
253,0,1,0,3,0,0,26,1,2,1,1
254,0,3,0,1,1,0,16,0,2,2,0
255,0,3,1,2,0,2,20,0,2,3,0
256,1,3,1,1,0,2,15,0,0,3,0
257,1,1,1,1,0,0,79,0,0,1,1
258,1,1,1,1,0,0,86,1,2,1,1
259,1,1,1,2,0,0,512,0,0,1,1
260,1,2,1,3,0,1,26,0,2,2,0
261,0,3,0,1,0,0,7,0,1,1,1
262,1,3,0,0,4,2,31,0,2,7,0
263,0,1,0,3,1,1,79,1,2,3,0
264,0,1,0,2,0,0,0,1,2,1,1
265,0,3,1,1,0,0,7,0,1,1,1
266,0,2,0,2,0,0,10,0,2,1,1
267,0,3,0,1,4,1,39,0,2,6,0
268,1,3,0,1,1,0,7,0,2,2,0
269,1,1,1,3,0,1,153,1,2,2,0
270,1,1,1,2,0,0,135,1,2,1,1
271,0,1,0,1,0,0,31,0,2,1,1
272,1,3,0,1,0,0,0,0,2,1,1
273,1,2,1,2,0,1,19,0,2,2,0
274,0,1,0,2,0,1,29,1,0,2,0
275,1,3,1,1,0,0,7,0,1,1,1
276,1,1,1,3,1,0,77,1,2,2,0
277,0,3,1,2,0,0,7,0,2,1,1
278,0,2,0,1,0,0,0,0,2,1,1
279,0,3,0,0,4,1,29,0,1,6,0
280,1,3,1,2,1,1,20,0,2,3,0
281,0,3,0,4,0,0,7,0,1,1,1
282,0,3,0,1,0,0,7,0,2,1,1
283,0,3,0,1,0,0,9,0,2,1,1
284,1,3,0,1,0,0,8,0,2,1,1
285,0,1,0,1,0,0,26,1,2,1,1
286,0,3,0,2,0,0,8,0,0,1,1
287,1,3,0,1,0,0,9,0,2,1,1
288,0,3,0,1,0,0,7,0,2,1,1
289,1,2,0,2,0,0,13,0,2,1,1
290,1,3,1,1,0,0,7,0,1,1,1
291,1,1,1,1,0,0,78,0,2,1,1
292,1,1,1,1,1,0,91,1,0,2,0
293,0,2,0,2,0,0,12,1,0,1,1
294,0,3,1,1,0,0,8,0,2,1,1
295,0,3,0,1,0,0,7,0,2,1,1
296,0,1,0,1,0,0,27,0,0,1,1
297,0,3,0,1,0,0,7,0,0,1,1
298,0,1,1,0,1,2,151,1,2,4,0
299,1,1,0,1,0,0,30,1,2,1,1
300,1,1,1,3,0,1,247,1,0,2,0
301,1,3,1,1,0,0,7,0,1,1,1
302,1,3,0,1,2,0,23,0,1,3,0
303,0,3,0,1,0,0,0,0,2,1,1
304,1,2,1,1,0,0,12,1,1,1,1
305,0,3,0,1,0,0,8,0,2,1,1
306,1,1,0,0,1,2,151,1,2,4,0
307,1,1,1,1,0,0,110,0,0,1,1
308,1,1,1,1,1,0,108,1,0,2,0
309,0,2,0,1,1,0,24,0,0,2,0
310,1,1,1,1,0,0,56,1,0,1,1
311,1,1,1,1,0,0,83,1,0,1,1
312,1,1,1,1,2,2,262,1,0,5,0
313,0,2,1,1,1,1,26,0,2,3,0
314,0,3,0,1,0,0,7,0,2,1,1
315,0,2,0,2,1,1,26,0,2,3,0
316,1,3,1,1,0,0,7,0,2,1,1
317,1,2,1,1,1,0,26,0,2,2,0
318,0,2,0,3,0,0,14,0,2,1,1
319,1,1,1,1,0,2,164,1,2,3,0
320,1,1,1,2,1,1,134,1,0,3,0
321,0,3,0,1,0,0,7,0,2,1,1
322,0,3,0,1,0,0,7,0,2,1,1
323,1,2,1,1,0,0,12,0,1,1,1
324,1,2,1,1,1,1,29,0,2,3,0
325,0,3,0,1,8,2,69,0,2,11,0
326,1,1,1,2,0,0,135,1,0,1,1
327,0,3,0,3,0,0,6,0,2,1,1
328,1,2,1,2,0,0,13,1,2,1,1
329,1,3,1,1,1,1,20,0,2,3,0
330,1,1,1,1,0,1,57,1,0,2,0
331,1,3,1,1,2,0,23,0,1,3,0
332,0,1,0,2,0,0,28,1,2,1,1
333,0,1,0,2,0,1,153,1,2,2,0
334,0,3,0,1,2,0,18,0,2,3,0
335,1,1,1,1,1,0,133,0,2,2,0
336,0,3,0,1,0,0,7,0,2,1,1
337,0,1,0,1,1,0,66,1,2,2,0
338,1,1,1,2,0,0,134,1,0,1,1
339,1,3,0,2,0,0,8,0,2,1,1
340,0,1,0,2,0,0,35,1,2,1,1
341,1,2,0,0,1,1,26,1,2,3,0
342,1,1,1,1,3,2,263,1,2,6,0
343,0,2,0,1,0,0,13,0,2,1,1
344,0,2,0,1,0,0,13,0,2,1,1
345,0,2,0,2,0,0,13,0,2,1,1
346,1,2,1,1,0,0,13,1,2,1,1
347,1,2,1,2,0,0,13,0,2,1,1
348,1,3,1,1,1,0,16,0,2,2,0
349,1,3,0,0,1,1,15,0,2,3,0
350,0,3,0,2,0,0,8,0,2,1,1
351,0,3,0,1,0,0,9,0,2,1,1
352,0,1,0,1,0,0,35,1,2,1,1
353,0,3,0,0,1,1,7,0,0,3,0
354,0,3,0,1,1,0,17,0,2,2,0
355,0,3,0,1,0,0,7,0,0,1,1
356,0,3,0,1,0,0,9,0,2,1,1
357,1,1,1,1,0,1,55,1,2,2,0
358,0,2,1,2,0,0,13,0,2,1,1
359,1,3,1,1,0,0,7,0,1,1,1
360,1,3,1,1,0,0,7,0,1,1,1
361,0,3,0,2,1,4,27,0,2,6,0
362,0,2,0,1,1,0,27,0,0,2,0
363,0,3,1,2,0,1,14,0,0,2,0
364,0,3,0,2,0,0,7,0,2,1,1
365,0,3,0,1,1,0,15,0,1,2,0
366,0,3,0,1,0,0,7,0,2,1,1
367,1,1,1,3,1,0,75,1,0,2,0
368,1,3,1,1,0,0,7,0,0,1,1
369,1,3,1,1,0,0,7,0,1,1,1
370,1,1,1,1,0,0,69,1,0,1,1
371,1,1,0,1,1,0,55,1,0,2,0
372,0,3,0,1,1,0,6,0,2,2,0
373,0,3,0,1,0,0,8,0,2,1,1
374,0,1,0,1,0,0,135,0,0,1,1
375,0,3,1,0,3,1,21,0,2,5,0
376,1,1,1,1,1,0,82,0,0,2,0
377,1,3,1,1,0,0,7,0,2,1,1
378,0,1,0,1,0,2,211,1,0,3,0
379,0,3,0,1,0,0,4,0,0,1,1
380,0,3,0,1,0,0,7,0,2,1,1
381,1,1,1,2,0,0,227,0,0,1,1
382,1,3,1,0,0,2,15,0,0,3,0
383,0,3,0,2,0,0,7,0,2,1,1
384,1,1,1,2,1,0,52,0,2,2,0
385,0,3,0,1,0,0,7,0,2,1,1
386,0,2,0,1,0,0,73,0,2,1,1
387,0,3,0,0,5,2,46,0,2,8,0
388,1,2,1,2,0,0,13,0,2,1,1
389,0,3,0,1,0,0,7,0,1,1,1
390,1,2,1,1,0,0,12,0,0,1,1
391,1,1,0,2,1,2,120,1,2,4,0
392,1,3,0,1,0,0,7,0,2,1,1
393,0,3,0,1,2,0,7,0,2,3,0
394,1,1,1,1,1,0,113,1,0,2,0
395,1,3,1,1,0,2,16,1,2,3,0
396,0,3,0,1,0,0,7,0,2,1,1
397,0,3,1,1,0,0,7,0,2,1,1
398,0,2,0,2,0,0,26,0,2,1,1
399,0,2,0,1,0,0,10,0,2,1,1
400,1,2,1,1,0,0,12,0,2,1,1
401,1,3,0,2,0,0,7,0,2,1,1
402,0,3,0,1,0,0,8,0,2,1,1
403,0,3,1,1,1,0,9,0,2,2,0
404,0,3,0,1,1,0,15,0,2,2,0
405,0,3,1,1,0,0,8,0,2,1,1
406,0,2,0,2,1,0,21,0,2,2,0
407,0,3,0,3,0,0,7,0,2,1,1
408,1,2,0,0,1,1,18,0,2,3,0
409,0,3,0,1,0,0,7,0,2,1,1
410,0,3,1,1,3,1,25,0,2,5,0
411,0,3,0,1,0,0,7,0,2,1,1
412,0,3,0,1,0,0,6,0,1,1,1
413,1,1,1,2,1,0,90,1,1,2,0
414,0,2,0,1,0,0,0,0,2,1,1
415,1,3,0,2,0,0,7,0,2,1,1
416,0,3,1,1,0,0,8,0,2,1,1
417,1,2,1,2,1,1,32,0,2,3,0
418,1,2,1,1,0,2,13,0,2,3,0
419,0,2,0,1,0,0,13,0,2,1,1
420,0,3,1,0,0,2,24,0,2,3,0
421,0,3,0,1,0,0,7,0,0,1,1
422,0,3,0,1,0,0,7,0,1,1,1
423,0,3,0,1,0,0,7,0,2,1,1
424,0,3,1,1,1,1,14,0,2,3,0
425,0,3,0,1,1,1,20,0,2,3,0
426,0,3,0,1,0,0,7,0,2,1,1
427,1,2,1,1,1,0,26,0,2,2,0
428,1,2,1,1,0,0,26,0,2,1,1
429,0,3,0,1,0,0,7,0,1,1,1
430,1,3,0,2,0,0,8,1,2,1,1
431,1,1,0,1,0,0,26,1,2,1,1
432,1,3,1,1,1,0,16,0,2,2,0
433,1,2,1,2,1,0,26,0,2,2,0
434,0,3,0,1,0,0,7,0,2,1,1
435,0,1,0,3,1,0,55,1,2,2,0
436,1,1,1,0,1,2,120,1,2,4,0
437,0,3,1,1,2,2,34,0,2,5,0
438,1,2,1,1,2,3,18,0,2,6,0
439,0,1,0,4,1,4,263,1,2,6,0
440,0,2,0,1,0,0,10,0,2,1,1
441,1,2,1,2,1,1,26,0,2,3,0
442,0,3,0,1,0,0,9,0,2,1,1
443,0,3,0,1,1,0,7,0,2,2,0
444,1,2,1,1,0,0,13,0,2,1,1
445,1,3,0,1,0,0,8,0,2,1,1
446,1,1,0,0,0,2,81,1,2,3,0
447,1,2,1,0,0,1,19,0,2,2,0
448,1,1,0,2,0,0,26,0,2,1,1
449,1,3,1,0,2,1,19,0,0,4,0
450,1,1,0,3,0,0,30,1,2,1,1
451,0,2,0,2,1,2,27,0,2,4,0
452,0,3,0,1,1,0,19,0,2,2,0
453,0,1,0,1,0,0,27,1,0,1,1
454,1,1,0,3,1,0,89,1,0,2,0
455,0,3,0,1,0,0,8,0,2,1,1
456,1,3,0,1,0,0,7,0,0,1,1
457,0,1,0,4,0,0,26,1,2,1,1
458,1,1,1,1,1,0,51,1,2,2,0
459,1,2,1,3,0,0,10,0,2,1,1
460,0,3,0,1,0,0,7,0,1,1,1
461,1,1,0,3,0,0,26,1,2,1,1
462,0,3,0,2,0,0,8,0,2,1,1
463,0,1,0,2,0,0,38,1,2,1,1
464,0,2,0,3,0,0,13,0,2,1,1
465,0,3,0,1,0,0,8,0,2,1,1
466,0,3,0,2,0,0,7,0,2,1,1
467,0,2,0,1,0,0,0,0,2,1,1
468,0,1,0,3,0,0,26,0,2,1,1
469,0,3,0,1,0,0,7,0,1,1,1
470,1,3,1,0,2,1,19,0,0,4,0
471,0,3,0,1,0,0,7,0,2,1,1
472,0,3,0,2,0,0,8,0,2,1,1
473,1,2,1,2,1,2,27,0,2,4,0
474,1,2,1,1,0,0,13,1,0,1,1
475,0,3,1,1,0,0,9,0,2,1,1
476,0,1,0,1,0,0,52,1,2,1,1
477,0,2,0,2,1,0,21,0,2,2,0
478,0,3,0,1,1,0,7,0,2,2,0
479,0,3,0,1,0,0,7,0,2,1,1
480,1,3,1,0,0,1,12,0,2,2,0
481,0,3,0,0,5,2,46,0,2,8,0
482,0,2,0,1,0,0,0,0,2,1,1
483,0,3,0,3,0,0,8,0,2,1,1
484,1,3,1,3,0,0,9,0,2,1,1
485,1,1,0,1,1,0,91,1,0,2,0
486,0,3,1,1,3,1,25,0,2,5,0
487,1,1,1,2,1,0,90,1,2,2,0
488,0,1,0,3,0,0,29,1,0,1,1
489,0,3,0,1,0,0,8,0,2,1,1
490,1,3,0,0,1,1,15,0,2,3,0
491,0,3,0,1,1,0,19,0,2,2,0
492,0,3,0,1,0,0,7,0,2,1,1
493,0,1,0,3,0,0,30,1,2,1,1
494,0,1,0,4,0,0,49,0,0,1,1
495,0,3,0,1,0,0,8,0,2,1,1
496,0,3,0,1,0,0,14,0,0,1,1
497,1,1,1,3,1,0,78,1,0,2,0
498,0,3,0,1,0,0,15,0,2,1,1
499,0,1,1,1,1,2,151,1,2,4,0
500,0,3,0,1,0,0,7,0,2,1,1
501,0,3,0,1,0,0,8,0,2,1,1
502,0,3,1,1,0,0,7,0,1,1,1
503,0,3,1,1,0,0,7,0,1,1,1
504,0,3,1,2,0,0,9,0,2,1,1
505,1,1,1,1,0,0,86,1,2,1,1
506,0,1,0,1,1,0,108,1,0,2,0
507,1,2,1,2,0,2,26,0,2,3,0
508,1,1,0,1,0,0,26,0,2,1,1
509,0,3,0,1,0,0,22,0,2,1,1
510,1,3,0,1,0,0,56,0,2,1,1
511,1,3,0,1,0,0,7,0,1,1,1
512,0,3,0,1,0,0,8,0,2,1,1
513,1,1,0,2,0,0,26,1,2,1,1
514,1,1,1,3,1,0,59,0,0,2,0
515,0,3,0,1,0,0,7,0,2,1,1
516,0,1,0,2,0,0,34,1,2,1,1
517,1,2,1,2,0,0,10,1,2,1,1
518,0,3,0,1,0,0,24,0,1,1,1
519,1,2,1,2,1,0,26,0,2,2,0
520,0,3,0,2,0,0,7,0,2,1,1
521,1,1,1,1,0,0,93,1,2,1,1
522,0,3,0,1,0,0,7,0,2,1,1
523,0,3,0,1,0,0,7,0,0,1,1
524,1,1,1,2,0,1,57,1,0,2,0
525,0,3,0,1,0,0,7,0,0,1,1
526,0,3,0,2,0,0,7,0,1,1,1
527,1,2,1,3,0,0,10,0,2,1,1
528,0,1,0,1,0,0,221,1,2,1,1
529,0,3,0,2,0,0,7,0,2,1,1
530,0,2,0,1,2,1,11,0,2,4,0
531,1,2,1,0,1,1,26,0,2,3,0
532,0,3,0,1,0,0,7,0,0,1,1
533,0,3,0,1,1,1,7,0,0,3,0
534,1,3,1,1,0,2,22,0,0,3,0
535,0,3,1,1,0,0,8,0,2,1,1
536,1,2,1,0,0,2,26,0,2,3,0
537,0,1,0,2,0,0,26,1,2,1,1
538,1,1,1,1,0,0,106,0,0,1,1
539,0,3,0,1,0,0,14,0,2,1,1
540,1,1,1,1,0,2,49,1,0,3,0
541,1,1,1,2,0,2,71,1,2,3,0
542,0,3,1,0,4,2,31,0,2,7,0
543,0,3,1,0,4,2,31,0,2,7,0
544,1,2,0,2,1,0,26,0,2,2,0
545,0,1,0,3,1,0,106,1,0,2,0
546,0,1,0,4,0,0,26,0,2,1,1
547,1,2,1,1,1,0,26,0,2,2,0
548,1,2,0,1,0,0,13,0,0,1,1
549,0,3,0,2,1,1,20,0,2,3,0
550,1,2,0,0,1,1,36,0,2,3,0
551,1,1,0,1,0,2,110,1,0,3,0
552,0,2,0,1,0,0,26,0,2,1,1
553,0,3,0,1,0,0,7,0,1,1,1
554,1,3,0,1,0,0,7,0,0,1,1
555,1,3,1,1,0,0,7,0,2,1,1
556,0,1,0,3,0,0,26,0,2,1,1
557,1,1,1,3,1,0,39,1,0,2,0
558,0,1,0,1,0,0,227,0,0,1,1
559,1,1,1,2,1,1,79,1,2,3,0
560,1,3,1,2,1,0,17,0,2,2,0
561,0,3,0,1,0,0,7,0,1,1,1
562,0,3,0,2,0,0,7,0,2,1,1
563,0,2,0,1,0,0,13,0,2,1,1
564,0,3,0,1,0,0,8,0,2,1,1
565,0,3,1,1,0,0,8,0,2,1,1
566,0,3,0,1,2,0,24,0,2,3,0
567,0,3,0,1,0,0,7,0,2,1,1
568,0,3,1,1,0,4,21,0,2,5,0
569,0,3,0,1,0,0,7,0,0,1,1
570,1,3,0,2,0,0,7,0,2,1,1
571,1,2,0,3,0,0,10,0,2,1,1
572,1,1,1,3,2,0,51,1,2,3,0
573,1,1,0,2,0,0,26,1,2,1,1
574,1,3,1,1,0,0,7,0,1,1,1
575,0,3,0,1,0,0,8,0,2,1,1
576,0,3,0,1,0,0,14,0,2,1,1
577,1,2,1,2,0,0,13,0,2,1,1
578,1,1,1,2,1,0,55,1,2,2,0
